trade_id,ticker,side,signal_timestamp,execution_timestamp,signal_price,execution_price,quantity,gross_value,slippage,commission,other_cost,cash_before,cash_after,equity_before,equity_after,fold_id,reason,exit_reason
0,KONYA,BUY,2015-12-28,2015-12-28,290.1069030761719,290.3383606488147,18,5226.090491678665,0.07978354537191723,3.110804234719267,0.0,100000,94770.79870408661,100000.0,99992.72295945771,0,SIGNAL,
0,ODAS,BUY,2015-12-28,2015-12-28,0.9026489853858948,0.9031222062816104,5978,5398.864549151467,0.05242579378886708,3.213647128559665,0.0,94770.79870408661,89368.72050780659,99992.72295945771,99986.68039781456,0,SIGNAL,
0,OTKAR,BUY,2015-12-28,2015-12-28,14.147449493408203,14.155153040841675,381,5393.113308560678,0.05445184615828013,3.210223731354201,0.0,89368.72050780659,83972.39697551455,99986.68039781456,99980.53512251105,0,SIGNAL,
0,VESTL,BUY,2015-12-28,2015-12-28,4.252310276031494,4.254530881889024,1268,5394.745158235282,0.05222116245953299,3.2111950817137607,0.0,83972.39697551455,78574.44062219755,99980.53512251105,99974.50819920198,0,SIGNAL,
0,ZOREN,BUY,2015-12-28,2015-12-28,0.8158730268478394,0.8162861809123106,6613,5398.10051437311,0.050639505275424504,3.2131923406780216,0.0,78574.44062219755,73173.12691548376,99974.50819920198,99968.56281903296,0,SIGNAL,
0,AEFES,BUY,2015-12-28,2015-12-28,1.3599449396133423,1.36070194924987,2204,2998.9870961467136,0.05566472689276595,1.7851320740458505,0.0,73173.12691548376,70172.35468726301,99968.56281903296,99965.10923772001,0,SIGNAL,
0,AGHOL,BUY,2015-12-28,2015-12-28,1.1726332902908325,1.173258410588776,2556,2998.8484974649114,0.053309103802478365,1.7850495738735013,0.0,70172.35468726301,67171.72114022422,99965.10923772001,99961.7263806646,0,SIGNAL,
0,AKBNK,BUY,2015-12-28,2015-12-28,4.347881317138672,4.350112347429371,689,2997.2274073788367,0.05131304485945572,1.7840846281052158,0.0,67171.72114022422,64172.709648217286,99961.7263806646,99958.40511616619,0,SIGNAL,
0,AKFGY,BUY,2015-12-28,2015-12-28,0.2500070035457611,0.2501465269746045,11987,2998.506418844584,0.05580780812719458,1.7848459532851446,0.0,64172.709648217286,61172.41838341942,99958.40511616619,99954.94780287138,0,SIGNAL,
0,ALARK,BUY,2015-12-28,2015-12-28,1.1763653755187988,1.17701214155843,2547,2997.8499245493213,0.05498003027724188,1.784455178338361,0.0,61172.41838341942,58172.78400369176,99954.94780287138,99951.5160345901,0,SIGNAL,
1,KONYA,SELL,2016-03-23,2016-03-23,289.9267272949219,289.64945865153453,18,5213.690255727622,0.09563404035713857,3.1034230562705885,0.0,58172.78400369176,63383.370836363116,100745.14325787315,100737.0489992359,0,SIGNAL,EXIT
2,ODAS,SELL,2016-03-23,2016-03-23,0.7981879711151123,0.7977656570861279,5978,4769.043098060873,0.052909094632734424,2.838749058905244,0.0,63383.370836363116,68149.57518536509,100737.0489992359,100731.68565691174,0,SIGNAL,EXIT
3,OTKAR,SELL,2016-03-23,2016-03-23,15.627559661865234,15.619048752269572,381,5950.857574614707,0.054460899716987414,3.542218217001531,0.0,68149.57518536509,74096.8905417628,100731.68565691174,100724.9007821388,0,SIGNAL,EXIT
4,VESTL,SELL,2016-03-23,2016-03-23,4.291684150695801,4.289425381763051,1268,5438.991384075549,0.05263129469542796,3.2375324264140497,0.0,74096.8905417628,79532.64439341193,100724.9007821388,100718.79913070565,0,SIGNAL,EXIT
5,ZOREN,SELL,2016-03-23,2016-03-23,0.7962139844894409,0.7958091986664855,6613,5262.686230781468,0.0508388235877256,3.132587665441515,0.0,79532.64439341193,84792.19803652796,100718.79913070565,100712.989694393,0,SIGNAL,EXIT
6,AEFES,SELL,2016-03-23,2016-03-23,1.46282160282135,1.4620440654570248,2204,3222.3451202672827,0.05315325962001034,1.9180848211134987,0.0,84792.19803652796,88012.62507197412,100712.989694393,100709.35791722091,0,SIGNAL,EXIT
7,AGHOL,SELL,2016-03-23,2016-03-23,1.1221199035644531,1.1215255137824605,2556,2866.619213227969,0.052970255683426,1.7063407535778825,0.0,88012.62507197412,90877.53794444852,100709.35791722091,100706.13231618456,0,SIGNAL,EXIT
8,AKBNK,SELL,2016-03-23,2016-03-23,4.812633991241455,4.810186366456718,689,3314.2184064886787,0.05085831977231589,1.9727719353703537,0.0,90877.53794444852,94189.78357900183,100706.13231618456,100702.47313077252,0,SIGNAL,EXIT
9,AKFGY,SELL,2016-03-23,2016-03-23,0.2777850031852722,0.2776414468425334,11987,3328.0880233014477,0.0516789391409632,1.9810277554300701,0.0,94189.78357900183,97515.89057454784,100702.47313077252,100698.77129313667,0,SIGNAL,EXIT
10,ALARK,SELL,2016-03-23,2016-03-23,1.2496587038040161,1.2489939230893086,2547,3181.187522108469,0.05319698191865274,1.8935859665974557,0.0,97515.89057454784,100695.18451068971,100698.77129313667,100695.18451068971,0,SIGNAL,EXIT
10,KONYA,BUY,2016-03-24,2016-03-24,292.0883483886719,292.3649923260116,18,5262.569861868209,0.09471241796047325,3.132518397427742,0.0,100695.18451068971,95429.48213042408,100695.18451068971,100687.07240142017,0,SIGNAL,
10,PETKM,BUY,2016-03-24,2016-03-24,1.7371244430541992,1.7380010995605113,3128,5436.46743942528,0.05046595883313644,3.236030060980701,0.0,95429.48213042408,89989.77866093781,100687.07240142017,100681.09418980744,0,SIGNAL,
10,CCOLA,BUY,2016-03-24,2016-03-24,34.88393020629883,34.903551819421445,86,3001.7054564702444,0.05624828683745225,1.7867501644366308,0.0,89989.77866093781,86986.28645430313,100681.09418980744,100677.61998091446,0,SIGNAL,
10,EKGYO,BUY,2016-03-24,2016-03-24,2.0389153957366943,2.0399513826714175,1480,3019.1280463536978,0.050810687725898855,1.7971208739518068,0.0,86986.28645430313,83965.36128707549,100677.61998091446,100674.28959937712,0,SIGNAL,
10,ODAS,BUY,2016-03-24,2016-03-24,0.7968490123748779,0.7972711293172229,3788,3020.0630378536403,0.05297326542288716,1.79767742296719,0.0,83965.36128707549,80943.50057179888,100674.28959937712,100670.89294297656,0,SIGNAL,
10,AGHOL,BUY,2016-03-24,2016-03-24,1.1356501579284668,1.136263104371987,2657,3019.0510683163698,0.05397317468244416,1.7970750531599777,0.0,80943.50057179888,77922.65242842936,100670.89294297656,100667.46726922297,0,SIGNAL,
10,AKFGY,BUY,2016-03-24,2016-03-24,0.27963700890541077,0.2797819984370948,10794,3019.966891130001,0.05184919272722186,1.7976201921106774,0.0,77922.65242842936,74900.88791710725,100667.46726922297,100664.10463202586,0,SIGNAL,
10,ALARK,BUY,2016-03-24,2016-03-24,1.2496587038040161,1.25033049239612,2415,3019.5481391366297,0.05375776522494115,1.7973709320803832,0.0,74900.88791710725,71879.54240703853,100664.10463202586,100660.68489164385,0,SIGNAL,
10,ANELE,BUY,2016-03-24,2016-03-24,0.46294546127319336,0.4631970654774445,6519,3019.5816698474605,0.05434856269228723,1.7973908910683518,0.0,71879.54240703853,68858.1633463,100660.68489164385,100657.24729294526,0,SIGNAL,
10,ECILC,BUY,2016-03-24,2016-03-24,1.3449044227600098,1.3456261445155961,2244,3019.5850682929977,0.05366342346508138,1.7973929139760654,0.0,68858.1633463,65836.78088509303,100657.24729294526,100653.83035641175,0,SIGNAL,
11,KONYA,SELL,2016-06-20,2016-06-20,262.67364501953125,262.3768656126433,18,4722.783581027579,0.11298408215483764,2.8112133126887615,0.0,65836.78088509303,70556.75325280792,103039.09907769423,103030.94583505756,0,SIGNAL,EXIT
12,PETKM,SELL,2016-06-20,2016-06-20,1.9608086347579956,1.9597952599718569,3128,6130.239573191969,0.05168147305021756,3.6489944547446536,0.0,70556.75325280792,76683.34383154513,103030.94583505756,103024.12700427177,0,SIGNAL,EXIT
13,CCOLA,SELL,2016-06-20,2016-06-20,34.732364654541016,34.711779878954665,86,2985.2130695901014,0.059266841722666996,1.77693315360816,0.0,76683.34383154513,79666.77996798162,103024.12700427177,103020.57978041773,0,SIGNAL,EXIT
14,EKGYO,SELL,2016-06-20,2016-06-20,2.1990272998809814,2.1979068806488145,1480,3252.9021833602455,0.05095067406519606,1.9362737601342692,0.0,79666.77996798162,82917.74587758174,103020.57978041773,103016.98528619399,0,SIGNAL,EXIT
15,ODAS,SELL,2016-06-20,2016-06-20,1.2736190557479858,1.2729597734382134,3788,4821.971621783952,0.05176448222856209,2.870254498008789,0.0,82917.74587758174,87736.84724486768,103016.98528619399,103011.61767030656,0,SIGNAL,EXIT
16,AGHOL,SELL,2016-06-20,2016-06-20,1.0704069137573242,1.069802259561184,2657,2842.4646036540657,0.05648825585567999,1.6919628430020643,0.0,87736.84724486768,90577.61988567874,103011.61767030656,103008.31914126441,0,SIGNAL,EXIT
17,AKFGY,SELL,2016-06-20,2016-06-20,0.26852598786354065,0.2683829298463645,10794,2896.925344761659,0.053275296858356413,1.7243803268426534,0.0,90577.61988567874,93472.82085011355,103008.31914126441,103005.05059270016,0,SIGNAL,EXIT
18,ALARK,SELL,2016-06-20,2016-06-20,1.285628080368042,1.2849348302697878,2415,3103.1176151015375,0.05392306755276002,1.8471152448011146,0.0,93472.82085011355,96574.09134997029,103005.05059270016,103001.52927846808,0,SIGNAL,EXIT
19,ANELE,SELL,2016-06-20,2016-06-20,0.47534531354904175,0.47508339203917693,6519,3097.0686327033945,0.05510131317152814,1.8435146182735322,0.0,96574.09134997029,99669.3164680554,103001.52927846808,102997.97829752699,0,SIGNAL,EXIT
20,ECILC,SELL,2016-06-20,2016-06-20,1.4833608865737915,1.4825726822014855,2244,3326.8930988601337,0.053136386393910356,1.9803164826310007,0.0,99669.3164680554,102994.22925043291,102997.97829752699,102994.22925043291,0,SIGNAL,EXIT
20,SISE,BUY,2016-06-21,2016-06-21,2.4059031009674072,2.407161876778506,2310,5560.543935358349,0.052320303780840474,3.3098859748023806,0.0,102994.22925043291,97430.37542909976,102994.22925043291,102988.01159233447,0,SIGNAL,
20,EGEEN,BUY,2016-06-21,2016-06-21,173.2207794189453,173.39056911441125,17,2947.6396749449914,0.09801924228461584,1.7545677783126314,0.0,97430.37542909976,94480.98118637646,102988.01159233447,102983.37059973324,0,SIGNAL,
20,MGROS,BUY,2016-06-21,2016-06-21,15.537698745727539,15.546621914026503,198,3078.2311389772476,0.05742914986953773,1.8323016943205117,0.0,94480.98118637646,91400.9177457049,102983.37059973324,102979.77151071573,0,SIGNAL,
20,OTKAR,BUY,2016-06-21,2016-06-21,15.390235900878906,15.399089496549681,200,3079.8178993099364,0.057527355186727774,1.8332462054747432,0.0,91400.9177457049,88319.26660018948,102979.77151071573,102976.1675453761,0,SIGNAL,
20,AKSEN,BUY,2016-06-21,2016-06-21,1.09653639793396,1.0971031901660921,2815,3088.3454803175496,0.051689322233181484,1.8383222054316197,0.0,88319.26660018948,85229.0827976665,102976.1675453761,102972.73370303721,0,SIGNAL,
20,AKSA,BUY,2016-06-21,2016-06-21,0.205063596367836,0.20517037596922974,15056,3089.0451805927228,0.05207145650668754,1.8387386985219154,0.0,85229.0827976665,82138.19887837526,102972.73370303721,102969.28729066011,0,SIGNAL,
20,AKFGY,BUY,2016-06-21,2016-06-21,0.26852598786354065,0.26866570710036014,11497,3088.8496345328404,0.05203192358815755,1.8386223007075004,0.0,82138.19887837526,79047.51062154172,102969.28729066011,102965.8423162937,0,SIGNAL,
20,ANELE,BUY,2016-06-21,2016-06-21,0.47534531354904175,0.47561105520395275,6494,3088.618192494469,0.05590496999475067,1.8384845359913702,0.0,79047.51062154172,75957.05394451125,102965.8423162937,102962.2781054507,0,SIGNAL,
20,ASELS,BUY,2016-06-21,2016-06-21,2.274369478225708,2.275563359602193,1357,3087.939478980176,0.05249285078412183,1.838080535165555,0.0,75957.05394451125,72867.27638499592,102962.2781054507,102958.81992788766,0,SIGNAL,
20,BTCIM,BUY,2016-06-21,2016-06-21,0.08673799782991409,0.08678285648828506,35591,3088.6886452745534,0.051717424304534604,1.8385264726564516,0.0,72867.27638499592,69776.74921324871,102958.81992788766,102955.38483690492,0,SIGNAL,
20,SASA,BUY,2016-09-16,2016-09-16,0.01574133336544037,0.015749234783162414,359195,5657.046387938023,0.05019535218911835,3.3673285771881685,0.0,69776.74921324871,64116.335496733496,104760.29202044032,104754.08654212445,0,SIGNAL,
20,AEFES,BUY,2016-09-16,2016-09-16,1.3399415016174316,1.3406392050742695,2344,3142.4582966940875,0.052069695281160816,1.870532588815672,0.0,64116.335496733496,60972.006667450594,104754.08654212445,104750.58059263282,0,SIGNAL,
20,AKBNK,BUY,2016-09-16,2016-09-16,5.00515079498291,5.0077050826308325,627,3139.831086809532,0.05103318066826776,1.8689687552679402,0.0,60972.006667450594,57830.3066118858,104750.58059263282,104747.1100855223,0,SIGNAL,
20,ALARK,BUY,2016-09-16,2016-09-16,1.3288757801055908,1.3295822523154155,2363,3141.802862221327,0.05316314891136639,1.8701424447229338,0.0,57830.3066118858,54686.633607219745,104747.1100855223,104743.57054924576,0,SIGNAL,
20,ECILC,BUY,2016-09-16,2016-09-16,1.7389401197433472,1.7398919556809016,1806,3142.2448719597082,0.05473655629354756,1.8704055488096565,0.0,54686.633607219745,51542.51832971122,104743.57054924576,104739.98112799373,0,SIGNAL,
20,ECZYT,BUY,2016-09-16,2016-09-16,4.673097610473633,4.6763100209621635,671,3137.804024065612,0.06874263617628222,1.867762156304935,0.0,51542.51832971122,48402.84654348931,104739.98112799373,104735.95783839963,0,SIGNAL,
20,GARAN,BUY,2016-09-16,2016-09-16,5.918137073516846,5.921131355660313,530,3138.1996184999657,0.05059501167801908,1.867997631914012,0.0,48402.84654348931,45262.77892735743,104735.95783839963,104732.50287123167,0,SIGNAL,
20,GOLTS,BUY,2016-09-16,2016-09-16,24.10262680053711,24.117839598841407,130,3135.3191478493827,0.06311676494927862,1.8662830461616058,0.0,45262.77892735743,42125.59349646189,104732.50287123167,104728.65892440596,0,SIGNAL,
20,HALKB,BUY,2016-09-16,2016-09-16,8.178084373474121,8.18226438828107,383,3133.8072607116496,0.05111239522677652,1.865383102902306,0.0,42125.59349646189,38989.92085264734,104728.65892440596,104725.19259563199,0,SIGNAL,
21,SASA,SELL,2016-12-13,2016-12-13,0.016954995691776276,0.016946490835903025,359195,6087.0947758021875,0.05016135673437594,3.623312729822373,0.0,38989.92085264734,45073.392315719706,107088.55908204726,107081.88086761205,0,SIGNAL,EXIT
22,AEFES,SELL,2016-12-13,2016-12-13,1.3185250759124756,1.3178316507957253,2344,3088.9973894651803,0.052590969213869555,1.8387102510922015,0.0,45073.392315719706,48160.550994933794,107081.88086761205,107078.41676888728,0,SIGNAL,EXIT
23,AKSEN,SELL,2016-12-13,2016-12-13,1.2723524570465088,1.271697345062632,2815,3579.8280263513093,0.05148824763520021,2.1308747335454847,0.0,48160.550994933794,51738.24814655156,107078.41676888728,107074.44175391913,0,SIGNAL,EXIT
24,AKBNK,SELL,2016-12-13,2016-12-13,4.86802339553833,4.8655465316826545,627,3050.697675365024,0.050880278388666524,1.815912537772654,0.0,51738.24814655156,54787.12990937881,107074.44175391913,107071.07284774385,0,SIGNAL,EXIT
25,ALARK,SELL,2016-12-13,2016-12-13,1.68271803855896,1.6818436079154808,2363,3974.196445504281,0.05196536932759432,2.365620563204196,0.0,54787.12990937881,58758.96073431989,107071.07284774385,107066.64094757011,0,SIGNAL,EXIT
26,ECILC,SELL,2016-12-13,2016-12-13,1.9418998956680298,1.9408816166844882,1806,3505.2321997321856,0.05243725414543891,2.086471940729585,0.0,58758.96073431989,62262.10646211135,107066.64094757011,107062.7154637851,0,SIGNAL,EXIT
27,ECZYT,SELL,2016-12-13,2016-12-13,5.279759407043457,5.276082604658369,671,3540.251427725766,0.06963958206471355,2.1073169610966236,0.0,62262.10646211135,65800.25057287602,107062.7154637851,107058.14101242361,0,SIGNAL,EXIT
28,GARAN,SELL,2016-12-13,2016-12-13,5.6027960777282715,5.599967674389103,530,2967.982867426225,0.050481996844601834,1.7666769619211231,0.0,65800.25057287602,68766.46676334032,107058.14101242361,107054.87528169193,0,SIGNAL,EXIT
29,GOLTS,SELL,2016-12-13,2016-12-13,24.634300231933594,24.619290800528923,130,3200.50780406876,0.06092899438326227,1.905086267832909,0.0,68766.46676334032,71965.06948114124,107054.87528169193,107051.01896934149,0,SIGNAL,EXIT
30,HALKB,SELL,2016-12-13,2016-12-13,8.27629280090332,8.27207447216441,383,3168.2045228389693,0.0509688194990944,1.8858579011972822,0.0,71965.06948114124,75131.38814607901,107051.01896934149,107047.51749153329,0,SIGNAL,EXIT
30,ODAS,BUY,2016-12-14,2016-12-14,1.063357949256897,1.0639075673275311,5422,5768.506830049873,0.051687023266082925,3.433674848053037,0.0,75131.38814607901,69359.44764118109,106830.23295600606,106823.81925197903,0,SIGNAL,
